703,BHA,2,72,20,11,9,3,10
704,BOU,0,51,19,15,5,4,22
705,NOT,1,58,14,7,6,4,12
706,BHA,2,21,26,8,8,0,21
707,BRE,0,32,14,4,14,2,20
708,TOT,2,49,15,12,5,0,12
709,CHE,1,39,23,12,18,5,19
710,CHE,1,36,23,10,5,1,9
711,NEW,3,58,28,20,16,0,14
712,CHE,0,36,24,11,4,1,17
713,WES,3,66,17,4,6,5,14
714,BOU,1,36,26,3,3,7,8
715,LIV,3,21,21,20,13,4,18
716,NEW,2,16,18,1,19,1,21
717,CRY,4,71,23,12,5,5,13
718,WOL,1,33,23,16,8,6,16
719,WOL,4,54,14,8,13,3,9
720,NOT,0,62,14,3,4,0,18
721,BOU,2,43,17,7,12,3,9
722,LIV,3,46,30,3,17,0,5
723,BOU,1,70,17,9,6,7,18
724,MCI,1,54,28,10,3,1,21
725,LIV,2,61,15,10,7,6,5
726,EVE,0,56,26,12,6,6,16
727,AST,3,43,21,11,9,5,8
728,LUT,1,20,10,9,11,2,12
729,CHE,2,18,20,17,10,0,17
730,MUN,3,68,13,12,6,5,14
731,BUR,4,65,16,8,10,2,16
732,BOU,3,33,14,12,5,3,17
733,BUR,0,24,25,24,17,0,15
734,NEW,0,19,17,12,5,3,17
735,MCI,2,15,24,9,17,0,5
736,CRY,2,42,23,22,5,5,19
737,FUL,3,44,19,14,13,6,10
738,ARS,4,59,29,16,13,4,15
739,EVE,0,70,17,13,12,5,11
740,BRE,1,53,18,10,18,1,18
741,BRE,1,30,23,17,3,5,18
742,BUR,2,67,12,1,10,7,14
743,WES,2,18,23,3,9,6,13
744,AST,0,32,28,15,3,2,13
745,CHE,0,27,30,16,11,4,14
746,LUT,0,50,24,8,12,7,5
747,AST,3,48,10,1,6,4,22
748,BOU,0,15,14,13,9,5,14
749,SHE,3,62,26,26,2,5,15
750,LUT,1,31,16,16,9,5,16
751,ARS,1,24,26,21,14,3,14
752,TOT,3,41,16,14,16,4,14
753,BRE,0,36,22,15,20,2,7
754,BHA,3,41,30,19,20,4,17
755,BRE,2,31,18,9,17,7,19
756,BHA,2,67,26,4,20,7,13
757,TOT,0,33,20,13,18,1,16
758,WES,4,26,25,3,15,0,18
759,MCI,3,41,14,13,15,0,12
760,FUL,4,58,28,27,7,0,18
761,SHE,3,56,16,1,17,7,9
762,LIV,4,38,27,5,14,4,13
763,BHA,2,64,19,11,16,4,22
764,CRY,2,39,27,27,4,0,6
765,AST,4,16,20,2,16,2,14
766,ARS,3,69,21,2,13,6,5
767,FUL,4,51,13,8,3,4,12
768,LUT,0,25,13,1,9,0,10
769,BOU,2,64,10,8,3,7,5
770,BRE,3,35,29,13,11,4,12
771,NEW,0,55,10,3,6,4,11
772,BUR,0,45,15,13,12,4,5
773,CRY,3,70,30,14,14,2,8
774,WES,0,68,14,7,13,1,6
775,BHA,4,49,20,20,4,4,15
776,AST,1,44,13,5,5,0,21
777,LUT,4,23,27,13,20,3,18
778,AST,3,42,18,12,13,1,12
779,LIV,1,32,30,21,6,1,8
780,WES,2,41,30,13,10,2,15
781,BUR,4,53,15,7,20,7,14
782,MUN,3,71,10,7,8,5,9
783,SHE,2,44,12,3,19,6,7
784,BRE,1,50,24,20,16,4,12
785,LUT,0,26,18,14,8,5,19
786,BOU,1,18,29,16,6,7,20
787,CRY,2,52,22,3,12,0,21
788,LUT,1,53,14,13,6,2,19
789,CRY,1,43,20,17,17,5,8
790,BUR,2,24,18,16,8,4,7
791,LIV,4,72,15,5,19,7,13
792,LUT,0,44,16,8,12,2,14
793,BUR,3,24,21,11,6,5,18
794,ARS,2,28,21,20,15,6,22
795,BOU,1,29,23,2,11,3,6
796,LUT,3,31,25,14,7,3,9
797,MUN,4,24,23,18,13,6,16
798,CRY,2,32,11,1,17,2,8
799,CHE,1,40,27,1,5,6,5
800,FUL,1,45,28,2,20,1,19
801,CRY,4,29,25,23,11,0,19
802,EVE,4,51,14,6,2,6,10
803,ARS,2,35,14,5,17,1,11
804,LUT,0,71,22,11,19,6,11
805,ARS,1,42,16,16,2,3,20
806,LUT,2,51,20,15,6,3,13
807,BHA,3,72,27,18,20,4,19
808,LUT,3,57,24,22,10,6,21
809,CRY,3,42,18,12,20,0,11
810,SHE,0,31,24,15,2,3,17
811,MUN,2,21,13,9,2,3,9
812,CRY,3,15,19,14,17,0,13
813,CHE,2,68,30,1,2,3,10
814,NEW,2,75,21,18,16,7,14
815,BUR,3,58,11,4,19,7,19
816,WES,3,25,19,19,18,1,20
817,BUR,2,53,17,10,18,2,18
818,TOT,4,22,30,13,17,2,13
819,LIV,0,48,29,16,8,0,19
820,LUT,2,40,19,19,15,3,13
821,LUT,1,16,30,24,11,6,18
822,LUT,4,68,30,11,8,1,18
823,EVE,2,72,25,22,3,1,16
824,WOL,3,56,11,6,4,1,15
825,BOU,0,72,11,1,6,4,15
826,MCI,4,50,15,14,18,5,8
827,BRE,4,51,20,2,19,2,16
828,MUN,3,57,18,17,8,1,7
829,CHE,2,15,30,8,13,2,14
830,SHE,4,47,12,9,6,5,10
831,CRY,4,30,18,11,19,1,19
832,CRY,0,15,23,8,5,2,16
833,MUN,4,17,30,18,14,6,22
834,CRY,3,53,22,20,8,7,13
835,BOU,1,17,20,16,5,7,7
836,SHE,3,16,18,12,6,2,17
837,ARS,0,36,27,14,19,6,22
838,ARS,3,36,29,28,4,6,11
839,TOT,4,50,24,23,7,2,5
840,WOL,4,24,26,14,20,5,22
841,NEW,2,43,12,3,14,0,12
842,NEW,0,71,12,3,11,4,7
843,WOL,2,15,25,10,17,4,19
844,BOU,1,29,12,12,9,0,8
845,NOT,3,59,30,8,11,4,19
846,ARS,0,37,19,4,17,5,6
847,AST,4,75,18,15,6,0,6
848,MUN,0,49,12,6,10,7,15
849,MCI,0,25,19,17,10,7,13
850,AST,2,64,15,13,6,5,22
851,WOL,1,38,26,25,13,0,16
852,TOT,2,34,27,23,13,6,17
853,NOT,2,19,25,4,10,5,11
854,CRY,2,71,26,24,9,0,9
855,LIV,0,40,22,9,5,6,10
856,EVE,3,46,18,11,20,5,14
857,LIV,3,31,26,24,13,0,6
858,MCI,3,51,28,2,11,7,5
859,NEW,1,18,15,4,13,6,9
860,CHE,3,34,29,22,2,3,13
861,MUN,3,57,30,27,12,5,10
862,MCI,2,68,19,7,20,1,13
863,ARS,4,57,10,7,6,6,9
864,NEW,0,71,27,3,10,2,10
865,BRE,0,59,12,5,4,0,12
866,WES,1,75,12,6,15,3,21
867,LUT,4,68,16,15,18,5,8
868,CRY,1,36,29,16,4,2,6
869,EVE,1,21,14,2,11,3,12
870,LIV,4,63,28,4,18,5,19
871,MCI,2,53,29,12,11,1,14
872,BRE,2,15,20,17,20,1,8
873,CRY,0,62,28,24,14,4,16
874,LIV,1,53,29,21,19,1,17
875,CHE,0,75,25,20,11,3,19
876,BHA,2,31,19,8,19,6,10
877,BRE,0,16,23,1,17,6,14
878,WES,1,36,17,8,14,3,17
879,SHE,3,48,24,16,6,4,12
880,WES,2,74,18,17,18,2,10
881,MCI,0,41,30,18,8,7,16
882,CHE,2,62,23,4,4,3,18
883,LUT,1,37,19,15,17,0,8
884,BHA,3,25,22,19,15,1,8
885,AST,2,34,22,15,8,5,8
886,CHE,1,43,27,23,16,6,22
887,SHE,1,68,17,3,16,1,16
888,ARS,0,63,18,12,9,4,20
889,FUL,0,31,28,25,16,3,22
890,EVE,4,70,10,6,17,7,19
891,CRY,3,36,16,5,11,1,18
892,WES,4,37,30,29,16,7,22
893,EVE,0,20,22,22,2,7,16
894,BRE,3,38,16,9,6,5,14
895,WOL,2,74,24,5,14,6,8
896,MUN,2,41,20,19,6,2,6
897,TOT,3,73,21,6,9,4,6
898,LIV,2,62,24,2,11,2,7
899,SHE,1,44,16,8,20,1,15
900,NEW,3,48,30,19,17,3,17
901,WOL,0,52,20,12,8,1,15
902,CRY,2,38,13,7,11,6,20
903,MUN,0,23,23,17,16,5,10
904,MUN,3,70,17,7,5,6,6
905,WOL,3,69,18,13,3,1,5
906,TOT,2,55,14,5,4,3,13
907,NOT,0,43,24,18,5,7,8
908,BOU,2,30,13,5,7,0,21
909,CHE,3,73,30,17,3,5,20
910,AST,1,38,30,24,7,0,15
911,BRE,4,18,26,11,9,6,22
912,AST,0,36,16,14,12,6,12
913,WOL,0,20,19,17,3,5,10
914,FUL,0,35,12,10,11,5,17
915,MCI,1,35,12,5,8,7,11
916,BHA,3,35,15,1,20,0,11
917,EVE,0,31,22,17,6,7,7
918,TOT,0,32,10,4,8,0,17
919,TOT,0,69,21,9,14,7,11
920,CRY,2,43,17,9,6,3,21
921,NEW,1,69,20,4,5,2,16
922,CHE,2,26,25,4,14,2,5
923,WOL,0,31,12,3,17,2,12
924,FUL,4,18,19,8,13,4,16
925,WES,2,18,25,3,3,1,14
926,LIV,1,66,15,5,3,3,6
927,BHA,1,49,10,4,15,7,22
928,BHA,4,29,25,21,17,3,9
929,MCI,1,47,18,6,13,0,7
930,BOU,1,41,10,8,4,6,9
931,WES,2,22,20,14,4,2,19
932,WOL,4,46,18,7,8,2,21
933,TOT,1,41,18,16,15,0,5
934,TOT,0,33,12,4,7,7,20
935,BRE,2,64,23,23,10,7,14
936,MCI,0,34,18,16,3,0,6
937,BOU,1,54,15,10,2,0,8
938,MUN,1,45,11,6,12,7,5
939,LUT,1,58,30,2,8,0,8
940,SHE,3,56,25,17,19,3,7
941,BHA,4,37,18,13,20,6,14
942,CRY,1,50,27,20,5,4,8
943,TOT,3,40,12,1,12,0,21
944,TOT,4,44,22,2,3,5,17
945,MUN,4,20,13,4,6,7,12
946,AST,2,24,27,19,7,3,7
947,ARS,3,24,28,1,14,2,20
948,MUN,0,63,18,12,15,5,10
949,NOT,0,62,30,10,15,7,10
950,WOL,4,50,27,7,2,2,16
951,BUR,4,50,12,9,11,3,22
952,AST,1,41,16,4,10,0,9
953,WOL,1,31,19,17,19,2,12
954,FUL,2,38,14,12,12,3,13
955,BOU,3,20,30,21,4,0,9
956,FUL,4,36,24,2,14,5,10
957,NEW,3,46,19,11,14,3,22
958,CRY,3,59,18,17,20,2,7
959,CHE,0,71,14,10,3,4,10
960,CHE,1,56,20,9,6,6,18
961,BHA,4,18,30,13,4,4,5
962,NEW,3,20,19,6,16,0,11
963,SHE,2,48,10,9,10,2,12
964,BUR,4,66,16,11,4,7,17
965,MUN,1,19,15,9,17,0,22
966,LUT,1,37,14,4,16,7,19
967,SHE,2,43,15,7,20,7,8
968,MCI,4,75,16,12,2,5,20
969,LIV,1,38,15,9,4,4,7
970,FUL,4,31,27,26,6,1,5
971,AST,1,50,24,13,15,4,18
972,MCI,0,56,22,7,20,5,17
973,MUN,2,66,16,1,7,2,20
974,NEW,3,25,22,16,5,2,18
975,WOL,2,60,25,5,15,4,17
976,WES,2,20,23,13,17,1,9
977,CHE,4,37,11,4,11,4,15
978,LIV,2,75,16,15,10,7,18
979,WOL,2,34,29,23,17,5,7
980,LUT,4,49,17,9,7,5,17
981,BOU,4,29,21,8,13,7,14
982,BOU,1,71,12,7,7,1,16
983,FUL,2,32,12,11,20,7,22
984,WOL,1,52,25,16,2,4,9
985,MCI,0,71,10,1,14,7,15
986,WES,0,16,11,2,15,4,11
987,LIV,4,25,10,9,19,6,15
988,NEW,2,27,10,3,9,2,17
989,MUN,0,44,14,2,19,1,8
990,WOL,3,73,21,5,13,3,11
991,CHE,4,43,16,6,4,6,20
992,CHE,2,34,11,9,13,4,6
993,WOL,3,25,12,1,12,3,15
994,FUL,0,29,14,3,6,0,5
995,CRY,4,74,19,8,2,3,17
996,EVE,1,52,21,6,5,4,19
997,TOT,4,15,14,7,5,7,11
998,CRY,2,29,14,6,3,3,9
999,BUR,3,75,18,17,8,5,12
1000,BUR,4,62,16,11,14,2,8
1001,LIV,1,16,20,18,14,4,14
1002,NEW,4,64,25,17,12,1,14
1003,MUN,2,15,25,10,2,4,8
1004,ARS,3,64,29,6,5,4,21
1005,TOT,3,50,25,11,3,3,18
1006,LIV,0,63,28,16,4,1,9
1007,TOT,1,47,20,1,3,2,12
1008,ARS,4,21,25,20,11,6,12
1009,FUL,4,33,30,27,6,1,11
1010,MUN,0,30,20,14,9,1,22
1011,NEW,3,68,14,2,7,7,8
1012,TOT,0,65,14,8,18,4,11
1013,BRE,4,22,18,5,16,3,19
1014,MUN,3,23,12,3,12,2,19
1015,AST,2,47,18,2,18,2,16
1016,BHA,2,65,19,19,18,5,9
1017,NEW,0,56,16,5,5,2,21
1018,FUL,3,36,27,19,11,4,21
1019,SHE,3,65,26,10,15,6,14
1020,CHE,2,36,10,7,5,3,20
1021,LUT,1,46,22,6,13,1,17
1022,NOT,2,69,25,18,15,1,16
1023,NOT,2,62,21,14,12,4,15
1024,CHE,1,25,11,11,19,3,12
1025,MUN,4,20,10,10,2,7,10
1026,ARS,4,54,26,16,5,1,10
1027,BHA,3,52,30,26,2,1,7
1028,BUR,0,71,17,17,18,4,22
1029,BUR,1,72,20,9,3,2,6
1030,NEW,2,59,20,9,6,7,11
1031,LUT,2,35,16,16,8,5,21
1032,FUL,4,65,20,1,20,6,20
1033,BOU,2,20,29,18,12,4,9
1034,NOT,1,42,10,5,3,1,9
1035,AST,1,54,16,16,14,3,12
1036,CHE,2,16,14,13,11,5,10
1037,BHA,3,66,28,4,9,1,13
1038,LUT,0,52,12,4,14,2,11
1039,SHE,4,43,28,15,11,0,16
1040,SHE,0,54,22,3,2,5,10
1041,BRE,4,32,25,12,19,3,21
1042,WOL,4,65,14,5,14,6,19
1043,FUL,4,21,19,10,13,7,14
1044,EVE,3,36,12,11,5,3,19
1045,NOT,4,61,20,14,9,7,20
1046,TOT,1,33,21,4,3,4,7
1047,EVE,4,25,29,19,19,5,22
1048,BHA,3,54,10,2,7,1,9
1049,LUT,2,54,16,10,19,5,12
1050,NEW,2,66,30,24,6,3,13
1051,SHE,0,34,21,17,6,6,19
1052,CRY,3,15,18,2,5,1,8
1053,TOT,3,41,27,1,8,3,10
1054,NEW,2,30,15,5,6,2,12
1055,BHA,3,43,10,7,4,3,21
1056,NEW,3,70,10,10,19,6,7
1057,WOL,4,18,14,3,2,4,12
1058,FUL,4,34,19,6,12,1,6
1059,BUR,4,31,10,9,11,1,9
1060,AST,0,52,17,11,9,0,17
1061,CHE,3,46,12,8,19,4,12
1062,BUR,0,61,30,9,11,5,14
1063,BUR,0,45,24,14,4,0,18
1064,TOT,2,46,19,13,19,3,21
1065,BRE,2,37,16,7,12,3,17
1066,TOT,4,49,29,16,3,1,21
1067,BUR,0,31,24,24,8,5,7
1068,WES,3,16,27,6,14,3,22
1069,NOT,0,20,19,2,13,1,17
1070,BOU,2,19,15,5,10,3,5
1071,BHA,4,52,24,15,15,4,5
1072,WES,0,17,29,9,3,6,22
1073,SHE,4,39,28,18,8,5,7
1074,BHA,1,67,24,14,11,0,16
1075,WOL,2,54,23,6,2,7,22
1076,CHE,3,23,18,4,2,2,16
1077,SHE,4,74,14,1,5,2,17
1078,MCI,4,21,28,25,12,6,13
1079,BRE,0,28,25,25,11,5,16
1080,BRE,2,47,18,2,5,3,8
1081,CHE,4,19,28,5,10,1,7
1082,BRE,1,24,19,12,7,0,15
1083,CHE,4,25,30,1,19,5,11
1084,FUL,2,46,27,5,2,0,11
1085,TOT,4,58,13,11,13,1,12
1086,AST,0,48,19,8,3,4,19
1087,MUN,2,40,23,11,3,3,5
1088,WES,1,56,12,8,9,1,19
1089,WOL,4,67,23,19,19,1,15
1090,ARS,4,37,10,3,17,0,7
1091,NOT,3,58,13,4,4,6,22
1092,BHA,1,38,20,9,6,4,14
1093,WES,3,55,17,12,14,1,21
1094,LIV,4,36,17,15,5,7,8
1095,LIV,2,49,27,16,15,0,19
1096,MUN,3,70,14,11,7,7,10
1097,LUT,3,19,10,7,15,1,13
1098,ARS,4,41,11,8,9,4,5
1099,EVE,2,39,19,8,17,3,19
1100,BRE,2,62,20,7,11,7,6
1101,MCI,2,57,14,11,9,3,20
1102,MCI,4,16,27,1,15,0,18
1103,CRY,3,17,25,16,13,6,11
1104,AST,2,47,11,5,19,7,19
1105,LUT,3,68,20,4,17,7,9
1106,ARS,2,25,28,21,19,0,12
1107,LIV,2,34,19,14,19,7,9
1108,TOT,0,33,10,10,18,4,19
1109,SHE,2,19,30,28,14,2,18
1110,AST,4,59,19,1,3,3,10
1111,TOT,2,34,14,9,10,4,17
1112,ARS,2,58,27,20,5,2,11
1113,LIV,3,64,28,12,12,2,20
1114,FUL,3,61,26,23,8,6,13
1115,TOT,3,68,11,9,8,0,14
1116,CRY,1,26,24,2,12,7,9
1117,BHA,3,66,20,14,11,4,14
1118,LIV,4,48,11,2,9,0,9
1119,ARS,4,43,21,9,4,3,14
1120,NEW,0,31,29,24,11,5,10
1121,EVE,3,45,10,6,9,4,13
1122,BHA,2,31,24,23,2,7,10
1123,BUR,0,49,25,15,16,2,12
1124,BRE,3,34,28,3,6,1,8
1125,WES,1,75,10,10,18,1,8
1126,BHA,0,48,13,10,16,2,16
1127,BOU,4,40,30,8,8,6,5
1128,ARS,1,64,12,9,10,0,20
1129,BOU,0,47,20,18,20,5,8
1130,NOT,2,36,25,9,19,3,6
1131,MCI,2,70,20,19,6,3,17
1132,CRY,4,72,12,2,10,6,10
1133,MCI,2,68,15,10,5,5,19
1134,NOT,1,51,17,6,14,0,9
1135,NOT,3,67,13,10,9,5,13
1136,CRY,3,35,23,14,13,6,14
1137,CRY,3,19,29,11,14,0,16
1138,AST,4,37,13,10,13,2,13
1139,NOT,3,28,27,9,3,2,16
1140,ARS,2,68,14,12,9,0,5
1141,AST,1,71,14,6,13,0,18
1142,WOL,3,74,12,6,2,2,12
1143,BRE,2,55,19,1,10,4,15
1144,BUR,2,28,21,11,5,1,21
1145,BUR,3,57,24,17,15,1,14
1146,WES,1,18,26,14,9,4,18
1147,LUT,3,44,30,5,18,1,18
1148,BOU,2,68,23,23,12,7,16
1149,TOT,0,32,12,12,5,6,22
1150,MUN,2,20,28,24,6,1,17
1151,MUN,2,22,29,27,2,2,17
1152,BHA,1,70,22,4,19,7,22
1153,BOU,3,18,11,9,17,5,11
1154,BOU,2,27,15,3,3,3,8
1155,TOT,4,64,21,20,9,2,5
1156,NOT,4,32,18,12,5,4,6
1157,BOU,3,67,25,15,9,1,13
1158,SHE,1,31,15,11,17,7,7
1159,TOT,1,69,27,4,20,3,7
1160,BUR,0,36,17,10,12,2,6
1161,NOT,1,29,18,4,3,5,14
1162,AST,4,37,25,2,19,3,18
1163,LIV,2,75,19,3,4,6,9
1164,NOT,1,67,14,11,14,2,13
1165,MCI,2,43,21,14,4,3,20
1166,EVE,2,46,21,12,16,6,8
1167,BHA,2,20,30,8,17,2,14
1168,FUL,0,17,27,1,13,6,14
1169,MCI,4,66,16,10,8,0,22
1170,FUL,1,63,14,7,7,2,7
1171,BRE,3,18,30,21,17,6,20
1172,FUL,1,66,11,4,6,4,10
1173,EVE,1,16,13,5,13,4,21
1174,NEW,0,23,26,7,3,2,12
1175,EVE,2,34,23,4,14,7,9
1176,BOU,3,55,14,8,20,6,13
1177,MUN,2,52,24,2,18,7,13
1178,CRY,4,19,24,8,20,2,18
1179,BOU,0,64,16,11,20,5,22
1180,TOT,2,16,21,10,7,4,7
1181,BRE,4,63,24,11,13,2,21
1182,AST,0,49,29,23,10,0,14
1183,FUL,4,64,16,7,3,4,13
1184,ARS,1,49,10,9,6,7,15
1185,ARS,2,59,20,1,7,2,21
1186,TOT,0,49,21,13,5,1,11
1187,BOU,0,30,19,16,18,0,7
1188,MCI,2,43,24,12,4,2,9
1189,BHA,1,66,28,22,12,6,15
1190,NEW,1,40,29,15,13,1,5
1191,MCI,3,59,29,1,17,5,19
1192,BHA,2,73,22,21,3,1,22
1193,AST,3,27,14,5,3,3,13
1194,NEW,3,70,26,23,10,6,15
1195,CRY,4,43,18,4,16,0,21
1196,NEW,2,30,13,2,15,3,16
1197,CRY,3,46,19,19,13,6,11
1198,EVE,1,46,11,1,13,7,10
1199,WOL,2,56,25,6,7,7,20
1200,BRE,1,71,28,4,2,4,5
1201,AST,2,75,26,25,7,1,20
1202,ARS,2,60,26,25,3,7,18
1203,ARS,3,67,30,16,18,4,8
1204,ARS,0,71,22,4,17,0,7
1205,CHE,2,15,18,18,8,3,8
1206,BRE,1,17,27,15,17,0,20
1207,LIV,1,26,20,19,7,4,19
1208,BOU,3,39,30,28,19,1,9
1209,LIV,1,31,25,13,6,2,20
1210,MUN,3,56,13,4,2,3,7
1211,NEW,2,15,26,4,13,7,7
1212,LIV,1,27,18,9,5,5,15
1213,BOU,2,39,10,10,7,5,12
1214,BRE,1,27,20,4,12,7,12
1215,WES,2,29,10,4,12,2,15
1216,BRE,3,38,22,6,7,1,9
1217,TOT,0,35,14,4,8,3,6
1218,NOT,1,62,20,3,7,1,7
1219,BRE,0,46,27,8,3,7,21
1220,BRE,0,64,24,21,14,4,18
1221,BHA,2,25,11,1,6,2,7
1222,BRE,0,57,20,7,17,3,19
1223,WOL,3,25,29,10,3,2,17
1224,NEW,2,17,10,8,4,4,5
1225,CHE,2,56,22,21,16,0,12
1226,NEW,0,23,17,12,6,1,13
1227,BHA,2,74,27,10,8,6,7
1228,WES,4,36,19,5,13,2,12
1229,BHA,0,17,22,14,8,0,7
1230,EVE,3,50,15,11,16,5,20
1231,WES,2,50,25,18,19,5,5
1232,WOL,4,64,11,7,18,7,7
1233,CRY,3,53,25,16,9,6,13
1234,ARS,0,74,14,3,15,1,14
1235,NEW,3,34,15,3,5,3,6
1236,MUN,1,63,10,7,17,0,7
1237,BOU,2,24,21,8,9,7,14
1238,BHA,2,20,28,11,4,4,21
1239,MCI,3,57,24,11,13,4,5
1240,BUR,1,49,27,15,2,5,17
1241,LUT,3,73,26,8,8,4,11
1242,LUT,1,25,23,12,13,6,15
1243,SHE,1,24,17,11,9,6,19
1244,MCI,3,66,25,3,20,1,20
1245,LIV,2,59,17,4,13,2,15
1246,BHA,1,19,24,12,14,1,13
1247,BUR,4,63,24,10,7,6,17
1248,FUL,3,23,23,19,12,1,22
1249,BHA,4,44,28,10,9,6,17
1250,BHA,0,70,26,9,11,4,10
1251,BHA,3,74,18,18,4,2,5
1252,BUR,1,30,21,10,17,1,20
1253,EVE,1,73,30,7,6,4,20
1254,MUN,0,33,10,6,14,0,14
1255,NEW,4,47,22,4,3,0,16
1256,SHE,3,65,15,3,12,5,7
1257,CHE,1,61,28,26,14,4,14
1258,LIV,1,33,25,1,4,6,6
1259,BHA,2,47,26,18,19,4,9
1260,CRY,0,21,20,4,3,7,13
1261,BRE,0,40,15,11,3,7,8
1262,BHA,2,74,10,7,9,0,21
1263,MUN,4,71,11,4,14,3,8
1264,CRY,4,42,25,2,20,2,7
1265,AST,3,18,26,23,8,5,12
1266,WES,2,32,20,9,20,5,5
1267,ARS,0,62,14,3,7,3,10
1268,NOT,0,71,26,13,12,1,10
1269,BOU,0,75,24,13,20,3,9
1270,TOT,1,30,23,20,16,0,7
1271,SHE,1,71,28,1,11,6,5
1272,BOU,0,29,28,19,5,0,6
1273,BRE,2,34,22,19,17,5,17
1274,MCI,3,15,21,5,16,5,19
1275,SHE,1,32,27,4,6,6,20
1276,LUT,4,36,19,19,12,7,9
1277,ARS,0,71,25,8,13,1,10
1278,LUT,1,54,19,12,7,6,6
1279,LIV,4,33,14,11,8,1,7
1280,CRY,2,23,26,25,16,6,11
1281,NOT,4,34,29,22,16,1,9
1282,WES,4,58,30,11,13,5,6
1283,LIV,1,57,12,8,18,2,22
1284,EVE,3,19,11,11,6,0,5
1285,NEW,0,26,29,18,17,4,6
1286,CHE,1,57,21,11,7,4,21
1287,FUL,4,58,30,4,9,5,18
1288,CHE,1,33,10,6,13,2,15
1289,BRE,4,35,16,11,16,4,13
1290,TOT,1,22,12,11,15,0,22
1291,CRY,3,17,19,14,10,5,22
1292,CHE,1,58,24,14,2,3,5
1293,LIV,2,44,16,7,20,6,22
1294,CRY,4,42,12,10,13,7,9
1295,EVE,3,56,30,16,5,2,13
1296,BRE,0,58,11,1,4,0,19
1297,AST,4,55,19,14,20,1,12
1298,WES,4,69,15,2,11,4,6
1299,CHE,0,62,18,4,17,0,11
1300,SHE,2,37,16,1,4,5,20
1301,ARS,0,49,22,18,6,0,12
1302,BRE,3,72,26,7,11,5,7
1303,EVE,4,23,22,8,10,5,22
1304,BOU,1,74,14,8,17,6,19
1305,BOU,2,37,18,5,4,5,16
1306,WES,3,68,25,8,13,1,5
1307,WOL,3,58,24,23,4,5,21
1308,BHA,4,62,12,12,13,4,13
1309,CHE,4,16,27,5,14,4,11
1310,WOL,1,49,25,19,17,5,14
1311,BRE,4,33,28,24,14,1,8
1312,NEW,3,69,18,6,4,6,7
1313,BHA,1,27,21,9,9,1,6
1314,BHA,3,52,10,3,13,3,14
1315,BUR,1,63,19,12,2,6,18
1316,FUL,3,22,19,2,2,1,6
1317,NOT,2,35,24,14,4,3,10
1318,BHA,3,64,26,1,3,4,16
1319,CHE,4,39,17,10,16,0,7
1320,NOT,2,37,27,21,11,6,19
1321,MUN,4,58,26,17,20,5,8
1322,ARS,1,62,12,6,10,7,8
1323,CHE,3,21,24,21,17,5,12
1324,CHE,3,15,11,11,15,3,10
1325,WES,2,58,22,10,9,1,8
1326,LIV,2,27,16,10,14,7,15
1327,TOT,4,69,16,15,3,5,13
1328,ARS,3,52,15,6,11,0,17
1329,SHE,4,29,13,3,16,5,17
1330,WOL,0,50,30,19,9,2,20
1331,WOL,2,25,24,6,8,0,6
1332,BHA,0,61,26,11,6,1,12
1333,LUT,4,18,17,8,6,3,21
1334,BRE,2,26,11,1,10,6,5
1335,WOL,4,28,30,27,20,2,15
1336,NOT,2,67,18,4,9,2,7
1337,MUN,1,49,15,13,5,3,16
1338,SHE,4,31,18,13,8,1,14
1339,BRE,3,73,15,10,2,5,13
1340,BHA,2,23,15,3,16,1,8
1341,AST,4,50,15,12,16,7,7
1342,BHA,2,51,26,2,10,7,10
1343,WOL,0,16,24,19,20,4,12
1344,ARS,0,44,17,14,14,4,15
1345,TOT,4,19,22,6,13,1,7
1346,AST,0,15,30,7,18,5,8
1347,BRE,1,44,15,3,18,0,14
1348,EVE,1,34,24,21,12,1,6
1349,NEW,3,32,17,3,7,2,14
1350,ARS,1,48,22,13,16,0,18
1351,CRY,3,44,11,8,20,2,12
1352,CHE,2,75,22,8,16,0,21
1353,MCI,1,35,28,18,19,6,9
1354,BHA,4,68,29,26,18,0,7
1355,EVE,2,67,26,2,7,3,7
1356,FUL,0,34,19,13,20,6,10
1357,BRE,4,28,13,9,13,6,10
1358,EVE,1,42,18,9,4,1,11
1359,FUL,3,19,21,14,11,3,9
1360,SHE,1,48,17,8,12,6,15
1361,BUR,0,66,13,13,10,3,12
1362,MCI,1,49,23,11,12,6,13
1363,LIV,4,50,10,6,11,7,16
1364,BUR,1,68,20,11,10,7,17
1365,CRY,1,46,26,23,16,2,20
1366,SHE,2,45,16,4,3,1,17
1367,CHE,4,50,19,8,4,0,8
1368,ARS,2,19,20,13,7,3,6
1369,NOT,1,36,21,4,14,2,20
1370,WOL,1,68,13,12,9,1,22
1371,WES,2,75,23,1,16,3,13
1372,TOT,3,68,14,13,9,3,7
1373,CRY,0,27,12,3,18,3,22
1374,WES,3,41,15,15,10,3,13
1375,NEW,0,31,13,11,19,7,7
1376,BOU,0,46,19,18,15,1,6
1377,BHA,3,73,19,7,2,5,13
1378,WOL,3,67,22,20,5,2,19
1379,BHA,0,44,24,22,16,3,20
1380,BHA,2,42,14,8,9,3,18
1381,MCI,2,50,25,4,15,7,20
1382,LIV,3,42,29,10,17,6,9
1383,BUR,4,25,16,4,10,7,10
1384,EVE,1,20,16,2,15,1,8
1385,TOT,2,35,27,15,8,3,18
